record_type,area_code,sec,subsection_code,airport_icao,icao_code,sub,vor_ident,navaid_icao_code,vor_frequency,navaid_class,vor_latitude,vor_longitude,dme_ident,dme_latitude,dme_longitude,station_declination,dme_elevation,figure_of_merit,ils_dme_bias,frequency_protection,datum_code,vor_name,sim_cont_appl_code,sim_cont_appl_label,sim_cont_sim_facility_characteristics,sim_cont_sim_magnetic_variation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123
S,EEU,D,,,,,WLY,ZU,11290,VDHW,N28510000,E104334800,,N28510000,E104334800,W0020,01312,2,,,WGE,WULIANGYE,S,Simulation application continuation,UY,W0024,01312,72915,1913,SEEUD        WLY   ZU111290VDHW N28510000E104334800    N28510000E104334800W0020013122     WGEWULIANGYE                     ,SEEUD        WLY   ZU2S    UY                                             W002401312                                       
S,EEU,D,,,,,WNK,UU,11370,VDHW,N55351770,E037151520,,N55351770,E037151520,E0110,00700,2,,404,WGE,VNUKOVO,S,Simulation application continuation,UN,E0118,00700,72919,2310,SEEUD        WNK   UU111370VDHW N55351770E037151520    N55351770E037151520E0110007002  404WGEVNUKOVO                       ,SEEUD        WNK   UU2S    UN                                             E011800700                                       
S,EEU,D,,,,,WNZ,ZS,11640,VDTW,N27554505,E120515269,,N27554505,E120515269,W0060,00052,0,,526,WGE,WENZHOU,S,Simulation application continuation,UN,W0056,00052,72921,2507,SEEUD        WNZ   ZS111640VDTW N27554505E120515269    N27554505E120515269W0060000520  526WGEWENZHOU                       ,SEEUD        WNZ   ZS2S    UN                                             W005600052                                       
S,EEU,D,,,,,WQG,ZY,11210,VDHW,N43173600,E129470600,,N43173600,E129470600,W0100,00001,2,,,WGE,WANGQING,S,Simulation application continuation,UN,W0108,,72923,1106,SEEUD        WQG   ZY111210VDHW N43173600E129470600    N43173600E129470600W0100000012     WGEWANGQING                      ,SEEUD        WQG   ZY2S    UN                                             W0108                                            
S,EEU,D,,,,,WRN,LB,11240,VDH,N43135170,E027490180,,N43135170,E027490180,E0060,00200,2,,421,WGE,VARNA,S,Simulation application continuation,UN,E0063,00200,72927,2007,SEEUD        WRN   LB111240VDH  N43135170E027490180    N43135170E027490180E0060002002  421WGEVARNA                         ,SEEUD        WRN   LB2S    UN                                             E006300200                                       
S,EEU,D,,,,,WTM,ZH,10880,VDHW,N30451200,E113083000,,N30451200,E113083000,W0050,00171,2,,,WGE,TIANMEN,S,Simulation application continuation,UY,W0046,00171,72929,2411,SEEUD        WTM   ZH110880VDHW N30451200E113083000    N30451200E113083000W0050001712     WGETIANMEN                       ,SEEUD        WTM   ZH2S    UY                                             W004600171                                       
S,EEU,D,,,,,WUQ,ZG,11625,VDHW,N21291800,E110415400,,N21291800,E110415400,W0020,00135,2,,,WGE,WUCHUAN,S,Simulation application continuation,UN,W0025,00135,72931,2508,SEEUD        WUQ   ZG111625VDHW N21291800E110415400    N21291800E110415400W0020001352     WGEWUCHUAN                       ,SEEUD        WUQ   ZG2S    UN                                             W002500135                                       
S,EEU,D,,,,,WUR,ZW,11530,VDHW,N43545083,E087302674,,N43545083,E087302674,E0030,02178,2,,486,WGE,URUMQI,S,Simulation application continuation,UN,E0026,02178,72933,2504,SEEUD        WUR   ZW111530VDHW N43545083E087302674    N43545083E087302674E0030021782  486WGEURUMQI                        ,SEEUD        WUR   ZW2S    UN                                             E002602178                                       
S,EEU,D,,,,,WUY,ZG,11240,VDHW,N22350956,E108090026,,N22350956,E108090026,W0020,00466,2,,421,WGE,NANNING,S,Simulation application continuation,UN,W0023,00466,72935,1912,SEEUD        WUY   ZG111240VDHW N22350956E108090026    N22350956E108090026W0020004662  421WGENANNING                       ,SEEUD        WUY   ZG2S    UN                                             W002300466                                       
S,EEU,D,,,,,WXI,ZB,11570,VDHW,N36214800,E114550000,,N36214800,E114550000,W0060,05000,2,,,WGE,WEIXIAN,S,Simulation application continuation,UN,W0063,05000,72939,2510,SEEUD        WXI   ZB111570VDHW N36214800E114550000    N36214800E114550000W0060050002     WGEWEIXIAN                       ,SEEUD        WXI   ZB2S    UN                                             W006305000                                       
S,EEU,D,,,,,WYN,ZG,11390,VDHW,N24210000,E114064200,,N24210000,E114064200,W0030,00141,2,,505,WGE,WENGYUAN,S,Simulation application continuation,UN,W0036,,72941,1607,SEEUD        WYN   ZG111390VDHW N24210000E114064200    N24210000E114064200W0030001412  505WGEWENGYUAN                      ,SEEUD        WYN   ZG2S    UN                                             W0036                                            
S,EEU,D,,,,,XDX,ZS,11040,VDHW,N35584200,E120172400,,N35584200,E120172400,W0070,00361,2,,546,WGE,XUEJIADAO,S,Simulation application continuation,UN,W0075,00361,72943,2108,SEEUD        XDX   ZS111040VDHW N35584200E120172400    N35584200E120172400W0070003612  546WGEXUEJIADAO                     ,SEEUD        XDX   ZS2S    UN                                             W007500361                                       
S,EEU,D,,,,,XDY,ZS,11515,VDHW,N31400000,E118430000,,N31400000,E118430000,W0060,00167,2,,399,WGE,XIAODANYANG,S,Simulation application continuation,UN,W0061,00167,72945,2210,SEEUD        XDY   ZS111515VDHW N31400000E118430000    N31400000E118430000W0060001672  399WGEXIAODANYANG                   ,SEEUD        XDY   ZS2S    UN                                             W006100167                                       
S,EEU,D,,,,,XFA,ZP,11080,VDHW,N25240600,E102560000,,N25240600,E102560000,W0020,09147,2,,597,WGE,PANLONG,S,Simulation application continuation,UY,W0018,09147,72947,2312,SEEUD        XFA   ZP111080VDHW N25240600E102560000    N25240600E102560000W0020091472  597WGEPANLONG                       ,SEEUD        XFA   ZP2S    UY                                             W001809147                                       
S,EEU,D,,,,,XFG,ZL,11445,VDHW,N35470000,E107371800,,N35470000,E107371800,W0030,04639,2,,441,WGE,QINGYANG,S,Simulation application continuation,UN,W0040,04639,72949,2507,SEEUD        XFG   ZL111445VDHW N35470000E107371800    N35470000E107371800W0030046392  441WGEQINGYANG                      ,SEEUD        XFG   ZL2S    UN                                             W004004639                                       
S,EEU,D,,,,,XFY,ZW,11470,VDHW,N46474200,E089322400,,N46474200,E089322400,E0030,03077,2,,545,WGE,FUYUN,S,Simulation application continuation,UY,E0024,,72951,1607,SEEUD        XFY   ZW111470VDHW N46474200E089322400    N46474200E089322400E0030030772  545WGEFUYUN                         ,SEEUD        XFY   ZW2S    UY                                             E0024                                            
S,EEU,D,,,,,XGD,ZH,11205,VDLW,N30413000,E115072400,,N30413000,E115072400,W0050,00584,1,,,WGE,TIANSHAN,S,Simulation application continuation,UN,W0051,00584,72953,2308,SEEUD        XGD   ZH111205VDLW N30413000E115072400    N30413000E115072400W0050005841     WGETIANSHAN                      ,SEEUD        XGD   ZH2S    UN                                             W005100584                                       
S,EEU,D,,,,,XIC,ZU,11420,VDHW,N28001200,E102110000,,N28001200,E102110000,W0010,05138,2,,573,WGE,XICHANG,S,Simulation application continuation,UN,W0018,,72955,1613,SEEUD        XIC   ZU111420VDHW N28001200E102110000    N28001200E102110000W0010051382  573WGEXICHANG                       ,SEEUD        XIC   ZU2S    UN                                             W0018                                            
S,EEU,D,,,,,XKC,ZW,11410,VDHW,N41403600,E082503600,,N41403600,E082503600,E0030,03386,2,,,WGE,QIUCI,S,Simulation application continuation,UY,E0033,03386,72957,1707,SEEUD        XKC   ZW111410VDHW N41403600E082503600    N41403600E082503600E0030033862     WGEQIUCI                         ,SEEUD        XKC   ZW2S    UY                                             E003303386                                       
S,EEU,D,,,,,XLN,ZS,11470,VDHW,N24335400,E118005400,,N24335400,E118005400,W0040,00151,2,,435,WGE,XINGLIN,S,Simulation application continuation,UN,W0044,00151,72959,2502,SEEUD        XLN   ZS111470VDHW N24335400E118005400    N24335400E118005400W0040001512  435WGEXINGLIN                       ,SEEUD        XLN   ZS2S    UN                                             W004400151                                       
S,EEU,D,,,,,XMN,ZS,11450,VDHW,N24323600,E118072400,,N24323600,E118072400,W0040,00075,2,,,WGE,XIAMEN,S,Simulation application continuation,UN,W0044,00075,72961,2502,SEEUD        XMN   ZS111450VDHW N24323600E118072400    N24323600E118072400W0040000752     WGEXIAMEN                        ,SEEUD        XMN   ZS2S    UN                                             W004400075                                       
S,EEU,D,,,,,XNN,ZL,11650,VDHW,N36314144,E102015329,,N36314144,E102015329,W0020,07205,2,,,WGE,XINING,S,Simulation application continuation,UN,W0024,07205,72963,2106,SEEUD        XNN   ZL111650VDHW N36314144E102015329    N36314144E102015329W0020072052     WGEXINING                        ,SEEUD        XNN   ZL2S    UN                                             W002407205                                       
S,EEU,D,,,,,XQH,ZS,10980,VDLW,N32003600,E116573600,,N32003600,E116573600,W0040,00213,1,,597,WGE,XINQIAO,S,Simulation application continuation,UN,W0058,00213,72965,1713,SEEUD        XQH   ZS110980VDLW N32003600E116573600    N32003600E116573600W0040002131  597WGEXINQIAO                       ,SEEUD        XQH   ZS2S    UN                                             W005800213                                       
S,EEU,D,,,,,XSH,ZH,11540,VDUW,N30260600,E115160000,,N30260600,E115160000,W0050,00112,2,,562,WGE,XISHUI,S,Simulation application continuation,UN,W0051,00112,72967,2411,SEEUD        XSH   ZH111540VDUW N30260600E115160000    N30260600E115160000W0050001122  562WGEXISHUI                        ,SEEUD        XSH   ZH2S    UN                                             W005100112                                       
S,EEU,D,,,,,XSJ,ZP,10820,VDHW,N24410000,E102480000,,N24410000,E102480000,W0020,07818,2,,,WGE,JINNING,S,Simulation application continuation,UY,W0017,07818,72969,2312,SEEUD        XSJ   ZP110820VDHW N24410000E102480000    N24410000E102480000W0020078182     WGEJINNING                       ,SEEUD        XSJ   ZP2S    UY                                             W001707818                                       
S,EEU,D,,,,,XSY,ZS,11270,VDHW,N30555400,E121522400,,N30555400,E121522400,W0060,00089,2,,301,WGE,SHUYUAN,S,Simulation application continuation,UN,W0065,00089,72971,1904,SEEUD        XSY   ZS111270VDHW N30555400E121522400    N30555400E121522400W0060000892  301WGESHUYUAN                       ,SEEUD        XSY   ZS2S    UN                                             W006500089                                       
S,EEU,D,,,,,XUZ,ZS,11430,VDHW,N34033925,E117325510,,N34033925,E117325510,W0050,00020,2,,596,WGE,XUZHOU,S,Simulation application continuation,UN,W0064,00020,72973,1708,SEEUD        XUZ   ZS111430VDHW N34033925E117325510    N34033925E117325510W0050000202  596WGEXUZHOU                        ,SEEUD        XUZ   ZS2S    UN                                             W006400020                                       
S,EEU,D,,,,,XYO,ZU,11670,VDHW,N28101800,E105251200,,N28101800,E105251200,W0020,02000,2,,564,WGE,XUYONG,S,Simulation application continuation,UN,W0025,,72975,1113,SEEUD        XYO   ZU111670VDHW N28101800E105251200    N28101800E105251200W0020020002  564WGEXUYONG                        ,SEEUD        XYO   ZU2S    UN                                             W0025                                            
S,EEU,D,,,,,YBL,ZL,11570,VDHW,N39251800,E102463000,,N39251800,E102463000,W0020,04000,2,,534,WGE,YABRAI,S,Simulation application continuation,UY,W0029,,72977,1601,SEEUD        YBL   ZL111570VDHW N39251800E102463000    N39251800E102463000W0020040002  534WGEYABRAI                        ,SEEUD        YBL   ZL2S    UY                                             W0029                                            
S,EEU,D,,,,,YCE,ZB,11230,VDHW,N35064800,E110595400,,N35064800,E110595400,W0050,01329,2,,491,WGE,YUNCHENG,S,Simulation application continuation,UY,W0049,01329,72979,2411,SEEUD        YCE   ZB111230VDHW N35064800E110595400    N35064800E110595400W0050013292  491WGEYUNCHENG                      ,SEEUD        YCE   ZB2S    UY                                             W004901329                                       
S,EEU,D,,,,,YCH,ZS,11530,VDHW,N33252303,E120121333,,N33252303,E120121333,W0050,00043,2,,497,WGE,YANCHENG,S,Simulation application continuation,UN,W0068,00043,72981,1911,SEEUD        YCH   ZS111530VDHW N33252303E120121333    N33252303E120121333W0050000432  497WGEYANCHENG                      ,SEEUD        YCH   ZS2S    UN                                             W006800043                                       
S,EEU,D,,,,,YCS,ZS,11640,VDHW,N37404721,E121000537,,N37404721,E121000537,W0080,00157,2,,585,WGE,PENGLAI,S,Simulation application continuation,UY,W0081,00157,72983,2405,SEEUD        YCS   ZS111640VDHW N37404721E121000537    N37404721E121000537W0080001572  585WGEPENGLAI                       ,SEEUD        YCS   ZS2S    UY                                             W008100157                                       
S,EEU,D,,,,,YEU,ZS,11320,VDHW,N29195831,E120014827,,N29195831,E120014827,W0050,00285,2,,564,WGE,YIWU,S,Simulation application continuation,UN,W0058,00285,72985,1712,SEEUD        YEU   ZS111320VDHW N29195831E120014827    N29195831E120014827W0050002852  564WGEYIWU                          ,SEEUD        YEU   ZS2S    UN                                             W005800285                                       
S,EEU,D,,,,,YHD,ZL,11200,VDHW,N38204800,E106243600,,N38204800,E106243600,W0030,03743,2,,,WGE,YINCHUAN,S,Simulation application continuation,UN,W0040,03743,72987,1804,SEEUD        YHD   ZL111200VDHW N38204800E106243600    N38204800E106243600W0030037432     WGEYINCHUAN                      ,SEEUD        YHD   ZL2S    UN                                             W004003743                                       
